unidade;mes;ano;grau;escore;predicao_obito;saidas_rn;obitos_ocorridos;obitos_esperados
HRAD;Janeiro;2025;III;11 a 5 ;73,1;2;1;1,46
HRAD;Janeiro;2025;IV;> 15;100;1;1;1
HRAD;Fevereiro;2025;I;0 a 5;9,3;8;0;0,74
HRAD;Fevereiro;2025;II;6 a 10;55,9;3;1;1,68
HRAD;Fevereiro;2025;III;11 a 5 ;73,1;1;0;0,73
HRAD;Fevereiro;2025;IV;> 15;100;0;0;0
HRAD;Março;2025;I;0 a 5;9,3;3;0;0,28
HRAD;Março;2025;II;6 a 10;55,9;3;0;1,68
HRAD;Março;2025;III;11 a 5 ;73,1;0;0;0
HRAD;Março;2025;IV;> 15;100;0;0;0
HRAD;Abril;2025;I;0 a 5;9,3;4;0;0,37
HRAD;Abril;2025;II;6 a 10;55,9;5;1;2,8
HRAD;Abril;2025;III;11 a 5 ;73,1;1;0;0,73
HRAD;Abril;2025;IV;> 15;100;1;1;1
HRAD;Maio;2025;I;0 a 5;9,3;8;0;0,74
HRAD;Maio;2025;II;6 a 10;55,9;4;0;2,24
HRAD;Maio;2025;III;11 a 5 ;73,1;0;0;0
HRAD;Maio;2025;IV;> 15;100;1;1;1
HRAD;Junho;2025;I;0 a 5;9,3;13;0;1,21
HRAD;Junho;2025;II;6 a 10;55,9;6;1;3,35
HRAD;Junho;2025;III;11 a 5 ;73,1;0;0;0
HRAD;Junho;2025;IV;> 15;100;1;1;1
HRAD;Julho;2025;I;0 a 5;9,3;11;1;1,02
HRAD;Julho;2025;II;6 a 10;55,9;1;1;0,56
HRAD;Julho;2025;III;11 a 5 ;73,1;2;2;1,46
HRAD;Julho;2025;IV;> 15;100;1;1;1
HRAD;Agosto;2025;I;0 a 5;9,3;8;1;0,74
HRAD;Agosto;2025;II;6 a 10;55,9;1;0;0,56
HRAD;Agosto;2025;III;11 a 5 ;73,1;0;0;0
HRAD;Agosto;2025;IV;> 15;100;0;0;0
HRAD;Setembro;2025;I;0 a 5;9,3;12;0;1,12
HRAD;Setembro;2025;II;6 a 10;55,9;1;0;0,56
HRAD;Setembro;2025;III;11 a 5 ;73,1;0;0;0
HRAD;Setembro;2025;IV;> 15;100;0;0;0
HRJP;Janeiro;2025;I;0 a 5;9,3;2;0;0,19
HRJP;Janeiro;2025;II;6 a 10;55,9;1;0;0,56
HRJP;Janeiro;2025;III;11 a 5 ;73,1;0;0;0
HRJP;Janeiro;2025;IV;> 15;100;0;0;0
HRJP;Fevereiro;2025;I;0 a 5;9,3;1;0;0,09
HRJP;Fevereiro;2025;II;6 a 10;55,9;0;0;0
HRJP;Fevereiro;2025;III;11 a 5 ;73,1;0;0;0
HRJP;Fevereiro;2025;IV;> 15;100;0;0;0
HRJP;Março;2025;I;0 a 5;9,3;4;0;0,37
HRJP;Março;2025;II;6 a 10;55,9;0;0;0
HRJP;Março;2025;III;11 a 5 ;73,1;0;0;0
HRJP;Março;2025;IV;> 15;100;1;1;1
HRJP;Abril;2025;I;0 a 5;9,3;3;0;0,28
HRJP;Abril;2025;II;6 a 10;55,9;4;0;2,24
HRJP;Abril;2025;III;11 a 5 ;73,1;1;1;0,73
HRJP;Abril;2025;IV;> 15;100;0;0;0
HRJP;Maio;2025;I;0 a 5;9,3;3;0;0,28
HRJP;Maio;2025;II;6 a 10;55,9;1;0;0,56
HRJP;Maio;2025;III;11 a 5 ;73,1;0;0;0
HRJP;Maio;2025;IV;> 15;100;0;0;0
HRJP;Junho;2025;I;0 a 5;9,3;2;0;0,19
HRJP;Junho;2025;II;6 a 10;55,9;1;0;0,56
HRJP;Junho;2025;III;11 a 5 ;73,1;1;1;0,73
HRJP;Junho;2025;IV;> 15;100;0;0;0
HRJP;Julho;2025;I;0 a 5;9,3;3;0;0,28
HRJP;Julho;2025;II;6 a 10;55,9;3;0;1,68
HRJP;Julho;2025;III;11 a 5 ;73,1;1;0;0,73
HRJP;Julho;2025;IV;> 15;100;0;0;0
HRJP;Agosto;2025;I;0 a 5;9,3;0;0;0
HRJP;Agosto;2025;II;6 a 10;55,9;2;0;1,12
HRJP;Agosto;2025;III;11 a 5 ;73,1;1;0;0,73
HRJP;Agosto;2025;IV;> 15;100;1;1;1
HRJP;Setembro;2025;I;0 a 5;9,3;0;0;0
HRJP;Setembro;2025;II;6 a 10;55,9;2;0;1,12
HRJP;Setembro;2025;III;11 a 5 ;73,1;1;0;0,73
HRJP;Setembro;2025;IV;> 15;100;0;0;0
MOV;Janeiro;2025;I;0 a 5;9,3;4;2;0,37
MOV;Janeiro;2025;II;6 a 10;55,9;5;3;2,8
MOV;Janeiro;2025;III;11 a 15 ;73,1;2;0;1,46
MOV;Janeiro;2025;IV;> 15;100;0;0;0
MOV;Fevereiro;2025;I;0 a 5;9,3;1;0;0,09
MOV;Fevereiro;2025;II;6 a 10;55,9;2;0;1,12
MOV;Fevereiro;2025;III;11 a 15 ;73,1;5;3;3,66
MOV;Fevereiro;2025;IV;> 15;100;1;1;1
MOV;Março;2025;I;0 a 5;9,3;2;0;0,19
MOV;Março;2025;II;6 a 10;55,9;3;1;1,68
MOV;Março;2025;III;11 a 15 ;73,1;1;0;0,73
MOV;Março;2025;IV;> 15;100;0;0;0
MOV;Abril;2025;I;0 a 5;9,3;0;0;0
MOV;Abril;2025;II;6 a 10;55,9;1;0;0,56
MOV;Abril;2025;III;11 a 15 ;73,1;1;0;0,73
MOV;Abril;2025;IV;> 15;100;1;1;1
MOV;Maio;2025;I;0 a 5;9,3;2;0;0,19
MOV;Maio;2025;II;6 a 10;55,9;1;0;0,56
MOV;Maio;2025;III;11 a 15 ;73,1;4;2;2,92
MOV;Maio;2025;IV;> 15;100;0;0;0
MOV;Junho;2025;I;0 a 5;9,3;0;0;0
MOV;Junho;2025;II;6 a 10;55,9;3;1;1,68
MOV;Junho;2025;III;11 a 15 ;73,1;0;0;0
MOV;Junho;2025;IV;> 15;100;0;0;0
MOV;Julho;2025;I;0 a 5;9,3;0;0;0
MOV;Julho;2025;II;6 a 10;55,9;2;0;1,12
MOV;Julho;2025;III;11 a 15 ;73,1;0;0;0
MOV;Julho;2025;IV;> 15;100;0;0;0
MOV;Agosto;2025;I;0 a 5;9,3;0;0;0
MOV;Agosto;2025;II;6 a 10;55,9;4;0;2,24
MOV;Agosto;2025;III;11 a 15 ;73,1;2;0;1,46
MOV;Agosto;2025;IV;> 15;100;0;0;0
MOV;Setembro;2025;I;0 a 5;9,3;1;0;0,09
MOV;Setembro;2025;II;6 a 10;55,9;1;1;0,56
MOV;Setembro;2025;III;11 a 15 ;73,1;2;1;1,46
MOV;Setembro;2025;IV;> 15;100;0;0;0
